gsm	title	tissue_class	sample_type_norm	program	gene	tissue_detection_fraction
GSM8514551	pdac23	tumor	frozen	B_cell_strict	CD37	0.15573494786411032
GSM8514551	pdac23	tumor	frozen	Plasma_cell	MZB1	0.3837874201143626
GSM8514551	pdac23	tumor	frozen	Plasma_cell	SDC1	0.3562058526740666
GSM8514551	pdac23	tumor	frozen	Plasma_cell	XBP1	0.5815674402959973
GSM8514552	pdac24	tumor	frozen	DC_core	FCER1A	0.012899896800825593
GSM8514552	pdac24	tumor	frozen	DC_core	CLEC10A	0.014447884416924664
GSM8514552	pdac24	tumor	frozen	DC_core	CD1C	0.0041279669762641896
GSM8514552	pdac24	tumor	frozen	DC_core	CST3	0.7879256965944272
GSM8514552	pdac24	tumor	frozen	DC_core	HLA-DRA	0.8431372549019608
GSM8514552	pdac24	tumor	frozen	DC_core	HLA-DPA1	0.4742002063983488
GSM8514552	pdac24	tumor	frozen	DC_core	HLA-DPB1	0.34055727554179566
GSM8514552	pdac24	tumor	frozen	mregDC_strict	LAMP3	0.014963880288957688
GSM8514552	pdac24	tumor	frozen	mregDC_strict	FSCN1	0.1042311661506708
GSM8514552	pdac24	tumor	frozen	mregDC_strict	CCR7	0.03611971104231166
GSM8514552	pdac24	tumor	frozen	mregDC_strict	CCL19	0.3106295149638803
GSM8514552	pdac24	tumor	frozen	mregDC_strict	CD80	0.0
GSM8514552	pdac24	tumor	frozen	mregDC_strict	CD86	0.033539731682146544
GSM8514552	pdac24	tumor	frozen	Tfh_like	CD3D	0.053663570691434466
GSM8514552	pdac24	tumor	frozen	Tfh_like	CD3E	0.07739938080495357
GSM8514552	pdac24	tumor	frozen	Tfh_like	CD4	0.05056759545923633
GSM8514552	pdac24	tumor	frozen	Tfh_like	CXCR5	0.0010319917440660474
GSM8514552	pdac24	tumor	frozen	Tfh_like	PDCD1	0.0020639834881320948
GSM8514552	pdac24	tumor	frozen	Tfh_like	ICOS	0.003611971104231166
GSM8514552	pdac24	tumor	frozen	Tfh_like	BCL6	0.2930856553147575
GSM8514552	pdac24	tumor	frozen	Tfh_like	IL7R	0.13364293085655315
GSM8514552	pdac24	tumor	frozen	Tfh_like	CXCL13	0.014447884416924664
GSM8514552	pdac24	tumor	frozen	B_cell_strict	MS4A1	0.030959752321981424
GSM8514552	pdac24	tumor	frozen	B_cell_strict	CD79A	0.01393188854489164
GSM8514552	pdac24	tumor	frozen	B_cell_strict	CD79B	0.030959752321981424
GSM8514552	pdac24	tumor	frozen	B_cell_strict	CD22	0.009287925696594427
GSM8514552	pdac24	tumor	frozen	B_cell_strict	CD37	0.09649122807017543
GSM8514552	pdac24	tumor	frozen	Plasma_cell	MZB1	0.007739938080495356
GSM8514552	pdac24	tumor	frozen	Plasma_cell	SDC1	0.21929824561403508
GSM8514552	pdac24	tumor	frozen	Plasma_cell	XBP1	0.07430340557275542
GSM8514553	pdac25	tumor	frozen	DC_core	FCER1A	0.05931034482758621
GSM8514553	pdac25	tumor	frozen	DC_core	CLEC10A	0.08068965517241379
GSM8514553	pdac25	tumor	frozen	DC_core	CD1C	0.06689655172413793
GSM8514553	pdac25	tumor	frozen	DC_core	CST3	0.9724137931034482
GSM8514553	pdac25	tumor	frozen	DC_core	HLA-DRA	0.9806896551724138
GSM8514553	pdac25	tumor	frozen	DC_core	HLA-DPA1	0.8951724137931034
GSM8514553	pdac25	tumor	frozen	DC_core	HLA-DPB1	0.7979310344827586
GSM8514553	pdac25	tumor	frozen	mregDC_strict	LAMP3	0.032413793103448274
GSM8514553	pdac25	tumor	frozen	mregDC_strict	FSCN1	0.39241379310344826
GSM8514553	pdac25	tumor	frozen	mregDC_strict	CCR7	0.20758620689655172
GSM8514553	pdac25	tumor	frozen	mregDC_strict	CCL19	0.6537931034482759
GSM8514553	pdac25	tumor	frozen	mregDC_strict	CD80	0.004137931034482759
GSM8514553	pdac25	tumor	frozen	mregDC_strict	CD86	0.09034482758620689
GSM8514553	pdac25	tumor	frozen	Tfh_like	CD3D	0.38620689655172413
GSM8514553	pdac25	tumor	frozen	Tfh_like	CD3E	0.3393103448275862
GSM8514553	pdac25	tumor	frozen	Tfh_like	CD4	0.1986206896551724
GSM8514553	pdac25	tumor	frozen	Tfh_like	CXCR5	0.14206896551724138
GSM8514553	pdac25	tumor	frozen	Tfh_like	PDCD1	0.07241379310344828
GSM8514553	pdac25	tumor	frozen	Tfh_like	ICOS	0.034482758620689655
GSM8514553	pdac25	tumor	frozen	Tfh_like	BCL6	0.25103448275862067
GSM8514553	pdac25	tumor	frozen	Tfh_like	IL7R	0.46206896551724136
GSM8514553	pdac25	tumor	frozen	Tfh_like	CXCL13	0.3696551724137931
GSM8514553	pdac25	tumor	frozen	B_cell_strict	MS4A1	0.5351724137931034
GSM8514553	pdac25	tumor	frozen	B_cell_strict	CD79A	0.5696551724137932
GSM8514553	pdac25	tumor	frozen	B_cell_strict	CD79B	0.5213793103448275
GSM8514553	pdac25	tumor	frozen	B_cell_strict	CD22	0.3627586206896552
GSM8514553	pdac25	tumor	frozen	B_cell_strict	CD37	0.713103448275862
GSM8514553	pdac25	tumor	frozen	Plasma_cell	MZB1	0.43310344827586206
GSM8514553	pdac25	tumor	frozen	Plasma_cell	SDC1	0.6510344827586206
GSM8514553	pdac25	tumor	frozen	Plasma_cell	XBP1	0.4882758620689655
GSM8514555	pdac27	tumor	frozen	DC_core	FCER1A	0.005330490405117271
GSM8514555	pdac27	tumor	frozen	DC_core	CLEC10A	0.015636105188343994
GSM8514555	pdac27	tumor	frozen	DC_core	CD1C	0.01279317697228145
GSM8514555	pdac27	tumor	frozen	DC_core	CST3	0.8532338308457711
GSM8514555	pdac27	tumor	frozen	DC_core	HLA-DRA	0.7590618336886994
GSM8514555	pdac27	tumor	frozen	DC_core	HLA-DPA1	0.3784648187633262
GSM8514555	pdac27	tumor	frozen	DC_core	HLA-DPB1	0.40191897654584224
GSM8514555	pdac27	tumor	frozen	mregDC_strict	LAMP3	0.016702203269367447
GSM8514555	pdac27	tumor	frozen	mregDC_strict	FSCN1	0.1631130063965885
GSM8514555	pdac27	tumor	frozen	mregDC_strict	CCR7	0.04051172707889126
GSM8514555	pdac27	tumor	frozen	mregDC_strict	CCL19	0.3304904051172708
GSM8514555	pdac27	tumor	frozen	mregDC_strict	CD80	0.0042643923240938165
GSM8514555	pdac27	tumor	frozen	mregDC_strict	CD86	0.0216773276474769
GSM8514555	pdac27	tumor	frozen	Tfh_like	CD3D	0.07924662402274342
GSM8514555	pdac27	tumor	frozen	Tfh_like	CD3E	0.07036247334754797
GSM8514555	pdac27	tumor	frozen	Tfh_like	CD4	0.06538734896943853
GSM8514555	pdac27	tumor	frozen	Tfh_like	CXCR5	0.007818052594171997
GSM8514555	pdac27	tumor	frozen	Tfh_like	PDCD1	0.008884150675195452
GSM8514555	pdac27	tumor	frozen	Tfh_like	ICOS	0.0042643923240938165
GSM8514555	pdac27	tumor	frozen	Tfh_like	BCL6	0.07036247334754797
GSM8514555	pdac27	tumor	frozen	Tfh_like	IL7R	0.08493248045486851
GSM8514555	pdac27	tumor	frozen	Tfh_like	CXCL13	0.022388059701492536
GSM8514555	pdac27	tumor	frozen	B_cell_strict	MS4A1	0.02736318407960199
GSM8514555	pdac27	tumor	frozen	B_cell_strict	CD79A	0.03482587064676617
GSM8514555	pdac27	tumor	frozen	B_cell_strict	CD79B	0.03447050461975835
GSM8514555	pdac27	tumor	frozen	B_cell_strict	CD22	0.013148542999289269
GSM8514555	pdac27	tumor	frozen	B_cell_strict	CD37	0.10092395167022032
GSM8514555	pdac27	tumor	frozen	Plasma_cell	MZB1	0.028073916133617625
GSM8514555	pdac27	tumor	frozen	Plasma_cell	SDC1	0.2484008528784648
GSM8514555	pdac27	tumor	frozen	Plasma_cell	XBP1	0.14498933901918976
GSM8514556	pdac28	lymph_node	frozen	DC_core	FCER1A	0.005921539600296077
GSM8514556	pdac28	lymph_node	frozen	DC_core	CLEC10A	0.02072538860103627
GSM8514556	pdac28	lymph_node	frozen	DC_core	CD1C	0.0458919319022946
GSM8514556	pdac28	lymph_node	frozen	DC_core	CST3	0.6535899333826795
GSM8514556	pdac28	lymph_node	frozen	DC_core	HLA-DRA	0.923019985196151
GSM8514556	pdac28	lymph_node	frozen	DC_core	HLA-DPA1	0.5951147298297558
GSM8514556	pdac28	lymph_node	frozen	DC_core	HLA-DPB1	0.616580310880829
GSM8514556	pdac28	lymph_node	frozen	mregDC_strict	LAMP3	0.05699481865284974
GSM8514556	pdac28	lymph_node	frozen	mregDC_strict	FSCN1	0.16358253145817914
GSM8514556	pdac28	lymph_node	frozen	mregDC_strict	CCR7	0.16210214655810512
GSM8514556	pdac28	lymph_node	frozen	mregDC_strict	CCL19	0.5780903034789046
GSM8514556	pdac28	lymph_node	frozen	mregDC_strict	CD80	0.0051813471502590676
GSM8514556	pdac28	lymph_node	frozen	mregDC_strict	CD86	0.06513693560325684
GSM8514556	pdac28	lymph_node	frozen	Tfh_like	CD3D	0.1998519615099926
GSM8514556	pdac28	lymph_node	frozen	Tfh_like	CD3E	0.21317542561065878
GSM8514556	pdac28	lymph_node	frozen	Tfh_like	CD4	0.12213175425610659
GSM8514556	pdac28	lymph_node	frozen	Tfh_like	CXCR5	0.08882309400444116
GSM8514556	pdac28	lymph_node	frozen	Tfh_like	PDCD1	0.04071058475203553
GSM8514556	pdac28	lymph_node	frozen	Tfh_like	ICOS	0.025906735751295335
GSM8514556	pdac28	lymph_node	frozen	Tfh_like	BCL6	0.08734270910436713
GSM8514556	pdac28	lymph_node	frozen	Tfh_like	IL7R	0.26424870466321243
GSM8514556	pdac28	lymph_node	frozen	Tfh_like	CXCL13	0.2908956328645448
GSM8514556	pdac28	lymph_node	frozen	B_cell_strict	MS4A1	0.5477424130273871
GSM8514556	pdac28	lymph_node	frozen	B_cell_strict	CD79A	0.5521835677276091
GSM8514556	pdac28	lymph_node	frozen	B_cell_strict	CD79B	0.32790525536639525
GSM8514556	pdac28	lymph_node	frozen	B_cell_strict	CD22	0.3686158401184308
GSM8514556	pdac28	lymph_node	frozen	B_cell_strict	CD37	0.5529237601776462
GSM8514556	pdac28	lymph_node	frozen	Plasma_cell	MZB1	0.20651369356032567
GSM8514556	pdac28	lymph_node	frozen	Plasma_cell	SDC1	0.11472982975573649
GSM8514556	pdac28	lymph_node	frozen	Plasma_cell	XBP1	0.17320503330866024
