program	Level 3 Annotation	cells	gene_coverage	score_zero_fraction	detection_layer	gene	gene_detection_fraction
mregDC_like	Treg (quiescent)	119			raw UMI counts (same sparse zero pattern as X verified globally)	CCL19	0.008403361344537815
mregDC_like	Treg (quiescent)	119			raw UMI counts (same sparse zero pattern as X verified globally)	CD80	0.0
mregDC_like	Treg (quiescent)	119			raw UMI counts (same sparse zero pattern as X verified globally)	CD86	0.025210084033613446
mregDC_like	Vascular	15530	1.0	0.9261429491307147	raw UMI counts (same sparse zero pattern as X verified globally)		
mregDC_like	Vascular	15530			raw UMI counts (same sparse zero pattern as X verified globally)	LAMP3	0.006825499034127496
mregDC_like	Vascular	15530			raw UMI counts (same sparse zero pattern as X verified globally)	FSCN1	0.062459755312298776
mregDC_like	Vascular	15530			raw UMI counts (same sparse zero pattern as X verified globally)	CCR7	0.002189311010946555
mregDC_like	Vascular	15530			raw UMI counts (same sparse zero pattern as X verified globally)	CCL19	0.0009658725048293626
mregDC_like	Vascular	15530			raw UMI counts (same sparse zero pattern as X verified globally)	CD80	0.0008370895041854475
mregDC_like	Vascular	15530			raw UMI counts (same sparse zero pattern as X verified globally)	CD86	0.00231809401159047
mregDC_like	Vascular smooth muscle	4711	1.0	0.9870515814052219	raw UMI counts (same sparse zero pattern as X verified globally)		
mregDC_like	Vascular smooth muscle	4711			raw UMI counts (same sparse zero pattern as X verified globally)	LAMP3	0.00021226915729144556
mregDC_like	Vascular smooth muscle	4711			raw UMI counts (same sparse zero pattern as X verified globally)	FSCN1	0.004669921460411802
mregDC_like	Vascular smooth muscle	4711			raw UMI counts (same sparse zero pattern as X verified globally)	CCR7	0.0014858841010401188
mregDC_like	Vascular smooth muscle	4711			raw UMI counts (same sparse zero pattern as X verified globally)	CCL19	0.0008490766291657822
mregDC_like	Vascular smooth muscle	4711			raw UMI counts (same sparse zero pattern as X verified globally)	CD80	0.0057312672468690295
mregDC_like	Vascular smooth muscle	4711			raw UMI counts (same sparse zero pattern as X verified globally)	CD86	0.00021226915729144556
mregDC_like	myCAF	10566	1.0	0.9429301533219762	raw UMI counts (same sparse zero pattern as X verified globally)		
mregDC_like	myCAF	10566			raw UMI counts (same sparse zero pattern as X verified globally)	LAMP3	0.0001892863903085368
mregDC_like	myCAF	10566			raw UMI counts (same sparse zero pattern as X verified globally)	FSCN1	0.05148589816392202
mregDC_like	myCAF	10566			raw UMI counts (same sparse zero pattern as X verified globally)	CCR7	0.0026500094643195156
mregDC_like	myCAF	10566			raw UMI counts (same sparse zero pattern as X verified globally)	CCL19	0.0001892863903085368
mregDC_like	myCAF	10566			raw UMI counts (same sparse zero pattern as X verified globally)	CD80	0.001135718341851221
mregDC_like	myCAF	10566			raw UMI counts (same sparse zero pattern as X verified globally)	CD86	0.0018928639030853683
Tfh_like	ADM	3233	1.0	0.7092483761212496	raw UMI counts (same sparse zero pattern as X verified globally)		
Tfh_like	ADM	3233			raw UMI counts (same sparse zero pattern as X verified globally)	CD3D	0.0003093102381688834
Tfh_like	ADM	3233			raw UMI counts (same sparse zero pattern as X verified globally)	CD3E	0.0006186204763377668
Tfh_like	ADM	3233			raw UMI counts (same sparse zero pattern as X verified globally)	CD4	0.003093102381688834
Tfh_like	ADM	3233			raw UMI counts (same sparse zero pattern as X verified globally)	CXCR5	0.0024744819053510673
Tfh_like	ADM	3233			raw UMI counts (same sparse zero pattern as X verified globally)	PDCD1	0.0
Tfh_like	ADM	3233			raw UMI counts (same sparse zero pattern as X verified globally)	ICOS	0.0003093102381688834
Tfh_like	ADM	3233			raw UMI counts (same sparse zero pattern as X verified globally)	BCL6	0.28023507578100837
Tfh_like	ADM	3233			raw UMI counts (same sparse zero pattern as X verified globally)	IL7R	0.005876894525208784
Tfh_like	ADM	3233			raw UMI counts (same sparse zero pattern as X verified globally)	CXCL13	0.005258274048871018
Tfh_like	Acinar	5171	1.0	0.7830206923225682	raw UMI counts (same sparse zero pattern as X verified globally)		
Tfh_like	Acinar	5171			raw UMI counts (same sparse zero pattern as X verified globally)	CD3D	0.00019338619222587506
Tfh_like	Acinar	5171			raw UMI counts (same sparse zero pattern as X verified globally)	CD3E	0.0005801585766776252
Tfh_like	Acinar	5171			raw UMI counts (same sparse zero pattern as X verified globally)	CD4	0.003094179075614001
Tfh_like	Acinar	5171			raw UMI counts (same sparse zero pattern as X verified globally)	CXCR5	0.0011603171533552505
Tfh_like	Acinar	5171			raw UMI counts (same sparse zero pattern as X verified globally)	PDCD1	0.0
Tfh_like	Acinar	5171			raw UMI counts (same sparse zero pattern as X verified globally)	ICOS	0.00019338619222587506
Tfh_like	Acinar	5171			raw UMI counts (same sparse zero pattern as X verified globally)	BCL6	0.21001740475730032
Tfh_like	Acinar	5171			raw UMI counts (same sparse zero pattern as X verified globally)	IL7R	0.0025140204989363758
Tfh_like	Acinar	5171			raw UMI counts (same sparse zero pattern as X verified globally)	CXCL13	0.0017404757300328757
Tfh_like	Acinar (REG+)	186	1.0	0.9408602150537635	raw UMI counts (same sparse zero pattern as X verified globally)		
Tfh_like	Acinar (REG+)	186			raw UMI counts (same sparse zero pattern as X verified globally)	CD3D	0.005376344086021506
Tfh_like	Acinar (REG+)	186			raw UMI counts (same sparse zero pattern as X verified globally)	CD3E	0.0
Tfh_like	Acinar (REG+)	186			raw UMI counts (same sparse zero pattern as X verified globally)	CD4	0.0
Tfh_like	Acinar (REG+)	186			raw UMI counts (same sparse zero pattern as X verified globally)	CXCR5	0.0
Tfh_like	Acinar (REG+)	186			raw UMI counts (same sparse zero pattern as X verified globally)	PDCD1	0.0
Tfh_like	Acinar (REG+)	186			raw UMI counts (same sparse zero pattern as X verified globally)	ICOS	0.0
Tfh_like	Acinar (REG+)	186			raw UMI counts (same sparse zero pattern as X verified globally)	BCL6	0.04838709677419355
Tfh_like	Acinar (REG+)	186			raw UMI counts (same sparse zero pattern as X verified globally)	IL7R	0.0
Tfh_like	Acinar (REG+)	186			raw UMI counts (same sparse zero pattern as X verified globally)	CXCL13	0.005376344086021506
Tfh_like	Adipocyte	531	1.0	0.4595103578154426	raw UMI counts (same sparse zero pattern as X verified globally)		
Tfh_like	Adipocyte	531			raw UMI counts (same sparse zero pattern as X verified globally)	CD3D	0.0018832391713747645
Tfh_like	Adipocyte	531			raw UMI counts (same sparse zero pattern as X verified globally)	CD3E	0.0
Tfh_like	Adipocyte	531			raw UMI counts (same sparse zero pattern as X verified globally)	CD4	0.013182674199623353
Tfh_like	Adipocyte	531			raw UMI counts (same sparse zero pattern as X verified globally)	CXCR5	0.015065913370998116
Tfh_like	Adipocyte	531			raw UMI counts (same sparse zero pattern as X verified globally)	PDCD1	0.003766478342749529
Tfh_like	Adipocyte	531			raw UMI counts (same sparse zero pattern as X verified globally)	ICOS	0.005649717514124294
Tfh_like	Adipocyte	531			raw UMI counts (same sparse zero pattern as X verified globally)	BCL6	0.4971751412429379
Tfh_like	Adipocyte	531			raw UMI counts (same sparse zero pattern as X verified globally)	IL7R	0.02448210922787194
Tfh_like	Adipocyte	531			raw UMI counts (same sparse zero pattern as X verified globally)	CXCL13	0.003766478342749529
Tfh_like	Alpha	2723	1.0	0.95813441057657	raw UMI counts (same sparse zero pattern as X verified globally)		
Tfh_like	Alpha	2723			raw UMI counts (same sparse zero pattern as X verified globally)	CD3D	0.0003672420124862284
Tfh_like	Alpha	2723			raw UMI counts (same sparse zero pattern as X verified globally)	CD3E	0.0014689680499449136
Tfh_like	Alpha	2723			raw UMI counts (same sparse zero pattern as X verified globally)	CD4	0.005141388174807198
Tfh_like	Alpha	2723			raw UMI counts (same sparse zero pattern as X verified globally)	CXCR5	0.0014689680499449136
Tfh_like	Alpha	2723			raw UMI counts (same sparse zero pattern as X verified globally)	PDCD1	0.0
Tfh_like	Alpha	2723			raw UMI counts (same sparse zero pattern as X verified globally)	ICOS	0.0011017260374586854
Tfh_like	Alpha	2723			raw UMI counts (same sparse zero pattern as X verified globally)	BCL6	0.029012118986412046
Tfh_like	Alpha	2723			raw UMI counts (same sparse zero pattern as X verified globally)	IL7R	0.001836210062431142
Tfh_like	Alpha	2723			raw UMI counts (same sparse zero pattern as X verified globally)	CXCL13	0.002570694087403599
Tfh_like	B	1573	1.0	0.6166560712015258	raw UMI counts (same sparse zero pattern as X verified globally)		
Tfh_like	B	1573			raw UMI counts (same sparse zero pattern as X verified globally)	CD3D	0.02225047679593134
Tfh_like	B	1573			raw UMI counts (same sparse zero pattern as X verified globally)	CD3E	0.04132231404958678
Tfh_like	B	1573			raw UMI counts (same sparse zero pattern as X verified globally)	CD4	0.07183725365543547
Tfh_like	B	1573			raw UMI counts (same sparse zero pattern as X verified globally)	CXCR5	0.09853782581055308
Tfh_like	B	1573			raw UMI counts (same sparse zero pattern as X verified globally)	PDCD1	0.0050858232676414495
Tfh_like	B	1573			raw UMI counts (same sparse zero pattern as X verified globally)	ICOS	0.040050858232676415
Tfh_like	B	1573			raw UMI counts (same sparse zero pattern as X verified globally)	BCL6	0.06357279084551812
Tfh_like	B	1573			raw UMI counts (same sparse zero pattern as X verified globally)	IL7R	0.20152574698029244
Tfh_like	B	1573			raw UMI counts (same sparse zero pattern as X verified globally)	CXCL13	0.024157660521296885
Tfh_like	Beta	3152	1.0	0.9476522842639594	raw UMI counts (same sparse zero pattern as X verified globally)		
Tfh_like	Beta	3152			raw UMI counts (same sparse zero pattern as X verified globally)	CD3D	0.0
Tfh_like	Beta	3152			raw UMI counts (same sparse zero pattern as X verified globally)	CD3E	0.0
Tfh_like	Beta	3152			raw UMI counts (same sparse zero pattern as X verified globally)	CD4	0.00983502538071066
Tfh_like	Beta	3152			raw UMI counts (same sparse zero pattern as X verified globally)	CXCR5	0.0009517766497461929
Tfh_like	Beta	3152			raw UMI counts (same sparse zero pattern as X verified globally)	PDCD1	0.0
Tfh_like	Beta	3152			raw UMI counts (same sparse zero pattern as X verified globally)	ICOS	0.00031725888324873094
Tfh_like	Beta	3152			raw UMI counts (same sparse zero pattern as X verified globally)	BCL6	0.0358502538071066
Tfh_like	Beta	3152			raw UMI counts (same sparse zero pattern as X verified globally)	IL7R	0.004441624365482234
Tfh_like	Beta	3152			raw UMI counts (same sparse zero pattern as X verified globally)	CXCL13	0.0034898477157360407
Tfh_like	CAF	44369	1.0	0.7771867745497982	raw UMI counts (same sparse zero pattern as X verified globally)		
Tfh_like	CAF	44369			raw UMI counts (same sparse zero pattern as X verified globally)	CD3D	0.0004282269151885325
Tfh_like	CAF	44369			raw UMI counts (same sparse zero pattern as X verified globally)	CD3E	0.0006085329847415989
Tfh_like	CAF	44369			raw UMI counts (same sparse zero pattern as X verified globally)	CD4	0.012486195316549844
Tfh_like	CAF	44369			raw UMI counts (same sparse zero pattern as X verified globally)	CXCR5	0.005161261240956523
Tfh_like	CAF	44369			raw UMI counts (same sparse zero pattern as X verified globally)	PDCD1	0.00020284432824719962
Tfh_like	CAF	44369			raw UMI counts (same sparse zero pattern as X verified globally)	ICOS	0.0003155356217178661
Tfh_like	CAF	44369			raw UMI counts (same sparse zero pattern as X verified globally)	BCL6	0.20295701954067027
Tfh_like	CAF	44369			raw UMI counts (same sparse zero pattern as X verified globally)	IL7R	0.003718812684531993
Tfh_like	CAF	44369			raw UMI counts (same sparse zero pattern as X verified globally)	CXCL13	0.004868263877932791
Tfh_like	CD4+ T	1839	1.0	0.17727025557368134	raw UMI counts (same sparse zero pattern as X verified globally)		
Tfh_like	CD4+ T	1839			raw UMI counts (same sparse zero pattern as X verified globally)	CD3D	0.08319738988580751
Tfh_like	CD4+ T	1839			raw UMI counts (same sparse zero pattern as X verified globally)	CD3E	0.11528004350190321
Tfh_like	CD4+ T	1839			raw UMI counts (same sparse zero pattern as X verified globally)	CD4	0.17998912452419794
Tfh_like	CD4+ T	1839			raw UMI counts (same sparse zero pattern as X verified globally)	CXCR5	0.022294725394236
Tfh_like	CD4+ T	1839			raw UMI counts (same sparse zero pattern as X verified globally)	PDCD1	0.013050570962479609
Tfh_like	CD4+ T	1839			raw UMI counts (same sparse zero pattern as X verified globally)	ICOS	0.12615551930396954
Tfh_like	CD4+ T	1839			raw UMI counts (same sparse zero pattern as X verified globally)	BCL6	0.017400761283306143
Tfh_like	CD4+ T	1839			raw UMI counts (same sparse zero pattern as X verified globally)	IL7R	0.7210440456769984
Tfh_like	CD4+ T	1839			raw UMI counts (same sparse zero pattern as X verified globally)	CXCL13	0.002175095160413268
Tfh_like	CD8+ T	2526	1.0	0.4255740300870942	raw UMI counts (same sparse zero pattern as X verified globally)		
Tfh_like	CD8+ T	2526			raw UMI counts (same sparse zero pattern as X verified globally)	CD3D	0.04829770387965162
Tfh_like	CD8+ T	2526			raw UMI counts (same sparse zero pattern as X verified globally)	CD3E	0.07957244655581948
Tfh_like	CD8+ T	2526			raw UMI counts (same sparse zero pattern as X verified globally)	CD4	0.04908946951702296
Tfh_like	CD8+ T	2526			raw UMI counts (same sparse zero pattern as X verified globally)	CXCR5	0.0035629453681710215
Tfh_like	CD8+ T	2526			raw UMI counts (same sparse zero pattern as X verified globally)	PDCD1	0.01741884402216944
Tfh_like	CD8+ T	2526			raw UMI counts (same sparse zero pattern as X verified globally)	ICOS	0.07205067300079177
Tfh_like	CD8+ T	2526			raw UMI counts (same sparse zero pattern as X verified globally)	BCL6	0.0395882818685669
Tfh_like	CD8+ T	2526			raw UMI counts (same sparse zero pattern as X verified globally)	IL7R	0.47980997624703087
Tfh_like	CD8+ T	2526			raw UMI counts (same sparse zero pattern as X verified globally)	CXCL13	0.001979414093428345
Tfh_like	CD8+ T (dysfunctional)	967	1.0	0.45398138572905894	raw UMI counts (same sparse zero pattern as X verified globally)		
Tfh_like	CD8+ T (dysfunctional)	967			raw UMI counts (same sparse zero pattern as X verified globally)	CD3D	0.04446742502585315
Tfh_like	CD8+ T (dysfunctional)	967			raw UMI counts (same sparse zero pattern as X verified globally)	CD3E	0.09100310237849017
Tfh_like	CD8+ T (dysfunctional)	967			raw UMI counts (same sparse zero pattern as X verified globally)	CD4	0.03516028955532575
Tfh_like	CD8+ T (dysfunctional)	967			raw UMI counts (same sparse zero pattern as X verified globally)	CXCR5	0.01344364012409514
Tfh_like	CD8+ T (dysfunctional)	967			raw UMI counts (same sparse zero pattern as X verified globally)	PDCD1	0.02688728024819028
Tfh_like	CD8+ T (dysfunctional)	967			raw UMI counts (same sparse zero pattern as X verified globally)	ICOS	0.0827300930713547
Tfh_like	CD8+ T (dysfunctional)	967			raw UMI counts (same sparse zero pattern as X verified globally)	BCL6	0.02998965873836608
